full_id,osm_id,osm_type,historic,plaque:type,name2,name1,artwork_type,person:death,person:name,material,width,website,ref:CRFOP,natural,denotation,circumference,inscription:url,layer,tourism,source_ref,flood_mark,flood_date,source:name,url,memorial:type,tower:type,man_made,wikipedia:pl,entrance,location,name:fa,power,backrest,amenity,subject:wikipedia,denomination,tomb,religion,description2,wheelchair:description,wheelchair,toilets:wheelchair,noexit,inscription,image,description,artist_name,wikipedia,wikidata,subject:wikidata,start_date,name:pl,name:en,name:de,name,memorial
n413493263,"413493263",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pl:Figura św. Jana Nepomucena w Poznaniu,Q9259473,Q221522,"1724",Św. Jan Nepomucen,John of Nepomuk statue,Johannes-Nepomuk-Statue,Św. Jan Nepomucen,statue
n583405206,"583405206",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W hołdzie wdzięczności Jezusowi Chrystusowi zbawicielowi człowieka w 2000 lecie narodzin. Parafia Najświętszego Zbawiciela w 50-lecie istnienia,"Eugeniusz Olechowski; Zygmunt Roszak",pl:Pomnik Najświętszego Zbawiciela w Poznaniu,Q11823355,,"2000",,,,Najświętszy Zbawiciel,statue
n640100905,"640100905",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Święty Jan Vianney 1818-1859 patron parafii. W 50-tą rocznicę kapłaństwa wdzięczny za błogosławione patronowanie. A.D.2007,"https://commons.wikimedia.org/wiki/File:Pozna%C5%84,_ko%C5%9Bci%C3%B3%C5%82_par._p.w._%C5%9Bw._Jana_Vianney,_1928-1930_10_pomnik_przed_ko%C5%9Bcio%C5%82em.JPG",,,,,,"2007",,,,Św. Jan Vianney,statue
n650843700,"650843700",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pomnik upamiętniający miejsce stracenia 2000 ofiar II Wojny Światowej w styczniu 1940 roku,Jan Cieśliński,pl:Pomnik ofiar Fortu VII nad Rusałką w Poznaniu (wschodni brzeg),Q4343487,,"1961",,,,Pomnik ofiar Fortu VII (wschodni brzeg),
n1327573336,"1327573336",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jerzy Sobociński,pl:Pomnik Jurija Gagarina w Poznaniu,Q56329529,,1977-11-07,,,,Jurij Gagarin,sculpture
n1420429945,"1420429945",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E. Haust,pl:Pomnik Stanisława Moniuszki w Poznaniu,Q11823450,,"1951",,,,Stanisław Moniuszko,bust
n1429353158,"1429353158",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,En: Accessible via uneven paving or over grass.,limited,no,yes,,,,Robert Sobociński,pl:Pomnik Ofiar Katynia i Sybiru w Poznaniu,Q4217547,Q134301,1999-09-17,,,,Pomnik Ofiar Katynia i Sybiru,
n1812386460,"1812386460",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miejsce straceń kilkuset polskich patriotów przez hitlerowskich okupantów w kilku egzekucjach w latach 1939-1940,,"Pomnik upamiętniający miejsce straceń kilkuset polskich patriotów, rozstrzelanych przez hitlerowskich okupantów w latach 1939 - 1940",,,,,"1974; 1996",,,,Miejsce straceń kilkuset polskich patriotów,
n1942804084,"1942804084",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pomnik upamiętniający Powstańców Wielkopolskich, poległych śmiercią walecznych na polu chwały 15.02.1919r.",,,,,Ku Wieczystej Chwale Powstańcom Wielkopolskim którzy zmarli i zginęli w Obozach Hitlerowskich,,Polegli śmiercią walecznych na polu chwały 15.2.1919 r. pod Grójcem Małym Stanisław Kończal Stanisław Zajączkowski,,,,,"1935; 1950",,,,Pomnik Powstańców Wielkopolskich,
n1955069529,"1955069529",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,war_grave,christian,,,,,,Tu pochowano 5 Radzieckich żołnierzy i oficerów którzy zginęli śmiercią bohaterów w walkach z Niemiecko Faszystowskimi zaborcami. Wieczna Chwała Bohaterom którzy oddali swe życie za wolność i niepodległość Związku Radzieckiego i Rzeczpolitej Polskiej 1945,,"Pomnik nagrobny 5 żołnierzy radzieckich, poległych w walkach o wyzwolenie rejonu Starołęka",,,,,"1945",,,,Pomnik nagrobny żołnierzy radzieckich,
n2423988554,"2423988554",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Katyń 1940,,"Pomnik upamiętniający Oficerów WP, Ofiar NKWD",Z. Dłużniewicz,,,Q134301,"1990",,,,Katyń 1940,stone
n2467296693,"2467296693",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jezus Chrystus,statue
n2467339456,"2467339456",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Głaz upamiętniający prekursorów i pionierów zorganizowanej turystyki, krajoznawstwa oraz przewodnictwa na terenie Wielkopolski",,pl:Pomnik stulecia Polskiego Towarzystwa Krajoznawczego w Poznaniu,Q11823589,,"2006",,,,Głaz prekursorów turystyki i krajoznawstwa,stone
n2486284021,"2486284021",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,roman_catholic,,christian,,,,,,,,Fundowała gmina Wielka Starołęka,,,,,,,,,Matka Boża,statue
n2486284023,"2486284023",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kolumna ufundowana przez Józefa i Maryannę Heigelmann w 1892 r.,,pl:Figura Matki Boskiej na Minikowie w Poznaniu,Q24948935,,"1892",,,,Matka Boża,statue
n2486284025,"2486284025",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miłością wieczną umiłowałem was Jer 13.3.1933,,,,,,,,,Jezus Chrystus,statue
n2659156639,"2659156639",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pl:Gustaw Manitius,,,,,,,,,,https://commons.wikimedia.org/wiki/File:Pomnik_Manitiusa.jpg,,Władysław Wróblewski,,,Q1556175,,,,,Gustaw Manitius,
n2997286169,"2997286169",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Grażyna Bielska–Kozakiewicz; Mariusz Kozakiewicz",pl:Pomnik kryptologów w Poznaniu,Q4343521,,"2007",,,,Pomnik kryptologów,
n3039927418,"3039927418",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,roman_catholic,,christian,,,,,,,,,,,,,,,,,Matka Boża Niepokalanego Serca,statue
n3061157129,"3061157129",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stadion Miejski był obozem hitlerowskim eksterminacji obywateli polskich pochodzenia żydowskiego z Poznania i okolic,,Pomnik upamiętniający martyrologię żydowską na stadionie miejskim w latach 1940 - 1943,"Jan Rassumowski; Józef Kaliszan",pl:Pomnik Ofiar obozu pracy dla Żydów w Poznaniu,Q11823380,,1983-10-30,,,,Pomnik ofiar hitlerowskiego obozu pracy,
n3188465004,"3188465004",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pl:Pomnik Pyry w Poznaniu,Q11823426,,2007-09,,,,Poznańska Pyra,stone
n3234142086,"3234142086",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ŚW. / RAFAŁ KALINOWSKI / KARMELITA BOSY / 1835 – 1907 / POWSTANIEC / SYBIRAK / ZAKONNIK / GORĄCY PATRIOTA / WIELKI CHRZEŚCIJANIN,,"Pomnik św. Rafała Kalinowskiego karmelity bosego - powstańca, sybiraka, zakonnika",Kazimierz Szczecina OCD,,,,"1989",,,,Św. Rafał Kalinowski,statue
n3234668562,"3234668562",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Karol Marcinkowski 1800-1846 Twórca pracy organicznej,,,Stanisław Radwański,pl:Pomnik Karola Marcinkowskiego w Poznaniu,Q4343196,,"2005",,,,Karol Marcinkowski,statue
n3312478225,"3312478225",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Głaz upamiętniający harcerzy poznańskich, poległych i zamęczonych w okresie II Wojny Światowej",,,,,"1998",,,,Pomnik poległych i zamęczonych Harcerzy Poznańskich,
n3312516766,"3312516766",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Władysław Marcinkowski,pl:Pomnik Juliusza Słowackiego w Poznaniu,Q4343419,Q243267,"1923",,,,Juliusz Słowacki,bust
n3317213701,"3317213701",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pl:Pomnik Powstańców Wielkopolskich,Q11823416,,,,,,Powstańcy Wielkopolscy,statue
n3490774435,"3490774435",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pomnik upamiętniający zdobycie szturmem Bazy Lotniczej Ławica przez Powstańców Wielkopolskich,"Jerzy Sobociński; Saturnin Skubiszyński",pl:Pomnik Zdobywców Lotniska Ławica,Q11823518,,1984-01-06,,,,Pomnik Zdobywców Lotniska Ławica,
n3503171347,"3503171347",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rafał Nowak,pl:Pomnik Ignacego Jana Paderewskiego w Poznaniu,Q24947087,Q191957,2015-05-06,,,,Ignacy Jan Paderewski,statue
n3562887421,"3562887421",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pl:Fontanna na Malcie w Poznaniu,Q9261267,,,,,,Fontanna na Malcie,plaque
n3580190208,"3580190208",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W tym miejscu w dniu 7.06.1977 roku zginęli śmiercią lotnika płk dypl. pil. Rejewski Romuald płk pil. Babkiewicz Antoni Cześć ich pamięci !,,,,,,,2001-09-01,,,,Miejsce śmierci płk dypl. Romualda Rejewskiego i płk Antoniego Babkiewicza,stone
n3585858121,"3585858121",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UAM,stone
n3646023204,"3646023204",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tablica upamiętniająca zawieszenie polskiej flagi na siedzibie Prezydium Niemieckiej Policji w dniu 2 marca 1940 r.,J. Hoffman,,,,"1992",,,,Zawieszenie polskiej flagi na siedzibie Prezydium Niemieckiej Policji,plaque
n3648628350,"3648628350",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bench,,,,,,,,,,,,,Grzegorz Godawa,pl:Ławeczka Heliodora Święcickiego w Poznaniu,Q9394064,,2010-05-08,,,,Ławka prof. Heliodora Święcickiego,bench
n3648628351,"3648628351",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,bench,,,,,,,,,,,,,,pl:Ławeczka Ignacego Łukasiewicza w Poznaniu,Q16621131,Q28978,2013-09-23,,,,Ławka Ignacego Łukasiewicza,bench
n3648628352,"3648628352",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bench,,,,,,,,,,,,,Grzegorz Godawa,pl:Ławeczka Józefa Kostrzewskiego w Poznaniu,Q9394069,,2012-10-16,,,,Ławka prof. Józefa Kostrzewskiego,bench
n3659211612,"3659211612",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Roman Wilhelmi 1936–1991 wybitny aktor obywatel Miasta Poznania,https://upload.wikimedia.org/wikipedia/commons/0/07/Pomnik_Romana_Wilhelmiego%2C_Pozna%C5%84..jpg,,Roman Kosmala,pl:Pomnik Romana Wilhelmiego w Poznaniu,Q16589967,,2012-11-03,,,,Roman Wilhelmi,bust
n3663183783,"3663183783",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,catenary_mast,,,,,,,,,,,,Słup kratowy / Rok budowy: 1955 / Rok odnowy: 2017,,,,,,,,,,,Słup kratowy,plaque
n3679992757,"3679992757",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,ایگناسی پادروسکی,,,,,,,,,,,,,,,,"Stanisław Jagmin; I. Woch",,,Q191957,"1928; 1978",,,,Ignacy Paderewski,plaque
n3699642948,"3699642948",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marcin Rożek,pl:Pomnik Fryderyka Chopina w Poznaniu,Q4343413,Q1268,"1923; 1999",,,,Fryderyk Chopin,bust
n3709572355,"3709572355",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,wall,,,,,,,,,,,,,,,,,"Romuald Łuczko; Irena Woch",,Q1169414,,"1998",,,,Jan Baptysta Quadro,statue
n3709607486,"3709607486",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,Pałac Górków,plaque
n3710929511,"3710929511",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1603",,,,Św. Stanisław Biskup,statue
n3710929542,"3710929542",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matka Boża z Dzieciątkiem,statue
n3771622846,"3771622846",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Na rozkaz gen. Władysława Sikorskiego, w dniu 21 lutego 1942 oddział dywersji bojowej Związku Odwetu „Kuba”, w brawurowej Akcji „Bollwerk”, dokonał spalenia obiektów magazynów portu rzecznego, zadając okupantowi dotkliwe straty. W odwecie za tę akcję...",https://commons.wikimedia.org/wiki/File:PomnikBollwerk.JPG,,"Marian Banasiewicz; Jerzy Nowakowski",pl:Pomnik Akcji Bollwerk w Poznaniu,Q11823106,,"1982",,,,Akcja Bollwerk,
n3773009439,"3773009439",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Zbiorowa mogiła jeńców wojennych pracujących przy kopaniu Rusałki. Niech spoczywają w spokoju, a ludzie niech o tym pamiętają.",,,,,,,,,,,Zbiorowa mogiła jeńców wojennych,
n3789422957,"3789422957",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Głaz przy ""Dębie Woności"" upamiętniającym 25 lat Wolności",,,,,,,,,Dąb Wolności,stone
n3789422958,"3789422958",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pl:Katastrofa lotnicza w Poznaniu (1952),,,,,,,,,W tym miejscu 10 czerwca 1952 r. doszło do utajnionej przez władze komunistyczne katastrofy bombowca Pe-2. Władze miasta Poznania 10 czerwca 2008 r.,,,Roman Kosmala,pl:Pomnik ofiar katastrofy lotniczej w Poznaniu,Q104147295,Q11737204,2008-06-10,,,,Pomnik ofiar katastrofy bombowca,stone
n3873723106,"3873723106",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/7/79/Klemens_Janicki_Monument_in_Poznan_%286%29.JPG,,,pl:Pomnik Klemensa Janickiego w Poznaniu,Q24948397,,"2015",,,,Klemens Janicki,statue
n4215342689,"4215342689",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jaz Maltański zbudowany w roku 1952, przebudowa i modernizacja w roku 1993, projekt B.S. i P. Architektonika, wykonawca Hydrotrust, Inwestor P.O.S.iR.","https://commons.wikimedia.org/wiki/File:Jaz_Maltanski,_Poznan.JPG",,,,,,,,,,Jaz Maltański,plaque
n4240886694,"4240886694",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1886",,,,Matka Boża Niepokalana,statue
n4246009884,"4246009884",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Najświętsza Maryja Panna,statue
n4264310805,"4264310805",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matka Boża,statue
n4266781035,"4266781035",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-27,,,,Tablica Wdzięczności,plaque
n4266781106,"4266781106",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W dniu włączenia Wielkopolski do rodziny regionów UE,,,,,2004-05-01,,,,Włączenie Wielkopolski do regionów Unii Europejskiej,stone
n4266854759,"4266854759",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Józef Petruk,pl:Głaz Honoriusza Kowalczyka,Q9284109,,2000-10-22,,,,O. Honoriusz Kowalczyk,stone
n4267950922,"4267950922",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,"Tablica informująca, że w tym miejscu w latach 1945-1953 mieściło się więzienie śledcze Wojewódzkiego Urzędu Bezpieczeństwa Publicznego","Benedykt Kasznia; Piotr Andruszka",,,,"1990",,,,Miejsce więzienia śledczego UB,plaque
n4268119844,"4268119844",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Józef Petruk,pl:Pomnik Adama Mickiewicza w Poznaniu (PTPN),Q11823096,Q79822,1998-05-07,,,,Adam Mickiewicz,statue
n4269621941,"4269621941",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pomnik upamiętniający zamordowanego przez ZOMO Piotra Majchrzaka,Józef Petruk,pl:Głaz Piotra Majchrzaka,Q4343307,,1990-08-29,,,,Piotr Majchrzak,stone
n4271635759,"4271635759",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Józefa Kaliszana (tablica pamiątkowa),pl:Pomnik Adama Mickiewicza w Poznaniu,Q11823093,Q79822,"1957",,,,Cokół po pomniku Adama Mickiewicza,
n4289031066,"4289031066",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tablica upamiętniająca Zgromadzenie Narodowe zwołane w celu wysłuchania orędzia Prezydenta Rzeczypospolitej Polskiej Andrzeja Dudy w Sali Ziemi Międzynarodowych Targów Poznańskich w ramach Jubileuszu 1050. Rocznicy Chrztu Polski. Poznań, 15 kwietnia 2016",,,,,,,2016-04-15,,,,Zgromadzenie Narodowe w ramach Jubileuszu 1050. Rocznicy Chrztu Polski,plaque
n4293668175,"4293668175",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,Pomniki i rzeźby na Cytadeli w Poznaniu#Pomniki,,,,,,,,,,,,,,,,Cześć bohaterom ZWM którzy w latach 1945-48 polegli na terenie Wielkopolski w walce o utrwalenie władzy ludowej,,,,,,,"1975",,,,Pomnik ZWM,
n4293670312,"4293670312",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,Pomniki i rzeźby na Cytadeli w Poznaniu#Pomniki,,,,,,,,,,,,,,,,,"https://polska-org.pl/9157947,Poznan,Pomnik_PPR_owcow.html",,Ryszard Skupin,,,,1967-09-08,,,,Pomnik Ofiar 1939-1956,
n4298845588,"4298845588",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pamięcią czcimy zwycięstwa naszych Ojców oraz Powstańcom harcerzom lat 1918-1919 i podpis Zuchy, harcerki i harcerze oraz instruktorzy hufca ZHP im. Powstańców Wielkopolskich. Poznań Stare Miasto. Zwracano wtedy uwagę w prasie na nielogiczne...","https://fotopolska.eu/390936,obiekt.html?map_z=17",Pomnik poświęcony poległym i pomordowanym harcerzom i harcerkom ze staromiejskiej dzielnicy Poznania,"Marian Skrzypczak; Józef Kaliszan",pl:Pomnik Harcerski przy ul. Za Cytadelą w Poznaniu,Q11823214,,"1987",,,,Pomnik poległych harcerzy,
n4298962099,"4298962099",node,memorial,,,,,,,,,,,,,,,,,,,,,,,bell_tower,tower,,,,,,,,,,,,,,,,,,,,"Jerzy Nowakowski; Saturnin Skubiszyński",pl:Dzwon Pokoju i Przyjaźni Między Narodami,Q9249046,,1986-10-11,,,,Dzwon Pokoju i Przyjaźni Między Narodami,
n4304978451,"4304978451",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,Pomniki i rzeźby na Cytadeli w Poznaniu#Pomniki,,,,,,,,,,,,,,,,,,,,,,,,,,,Georgij Gierasimowicz Bondar,bust
n4304978452,"4304978452",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,Pomniki i rzeźby na Cytadeli w Poznaniu#Pomniki,,,,,,,,,,,,,,,,,,,,,,,"2003",,,,Prof. Jarosław Maszewski,stone
n4304978453,"4304978453",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,Pomniki i rzeźby na Cytadeli w Poznaniu#Pomniki,,,,,,,,,,,,,,,,,"https://polska-org.pl/7524075,Poznan,Pomnik_poleglych_w_I_wojnie_swiatowej.html",,W. D. Borkiewicz-Szukowski,,,,"1930",,,,Mauzoleum żołnierzy rosyjskich,
n4304978454,"4304978454",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,Pomniki i rzeźby na Cytadeli w Poznaniu#Pomniki,,,,,,,,,,,,,,,,,,Pomnik poświęcony poległym żołnierzom 7 Pułku Strzelców Konnych Wielkopolskich,Jan M. Jakób,,,,"1961",,,,Pomnik 7. Pułku Strzelców Konnych Wielkopolskich,
n4304978455,"4304978455",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,Pomniki i rzeźby na Cytadeli w Poznaniu#Pomniki,,,,,,,,,,,,,,,,,,"Pomnik poświęcony żołnierzom, poległym podczas niemieckiego bombardowania Bazy Lotniczej Ławica, w dniu 1 września 1939r.",Ryszard Skupin,,,,"1963",,,,Pomnik nagrobny poległych podczas bombardowania Ławicy,
n4304978456,"4304978456",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,Pomniki i rzeźby na Cytadeli w Poznaniu#Pomniki,,,,,,,,,,,,,,,,,,,Marian Banasiewicz,,,,"1982",,,,Gen. Wasilij Czujkow,
n4304978457,"4304978457",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://polska-org.pl/7524076,Poznan,Pomnik_zolnierzy_francuskich.html",,,pl:Pomnik jeńców francuskich w Poznaniu,Q18433368,,"1934",,,,Pomnik jeńców francuskich,obelisk
n4304978458,"4304978458",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,Pomniki i rzeźby na Cytadeli w Poznaniu#Pomniki,,,,,,,,,,,,,,,,,,,,,,,,,,,Zygmunt Berling,bust
n4319983751,"4319983751",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pomnik poświęcony adwokatom, niezłomnych obrońcom w procesach Czerwca 1956r. i procesach politycznych",Andrzej Kurzawski,pl:Pomnik Adwokatów Czerwca '56,Q4343433,,"2010",,,,Pomnik Adwokatów Poznańskiego Czerwca 1956,
n4336106949,"4336106949",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pamięci Cegielszczaków poległych w czasie II Wojny Światowej w czerwcu 1956 roku i na posterunku pracy,,,Anna Krzymańska,,,,"1963; 2000",,,,Pomnik poległych Cegielszczaków,
n4336106951,"4336106951",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"W 43 rocznicę tragicznego września 1939 roku załoga Zakładów H. Cegielski poświęca tę tablicę pamięci Robotniczego Plutonu Obrony Przeciwlotniczej HCP, który w pierwszych dniach wojny skutecznie odpierał ataki hitlerowskiego lotnictwa na miasto Poznań.",,,Marian Banasiewicz,,,,"1982",,,,Pomnik Robotniczego Plutonu Obrony Przeciwlotniczej HCP,
n4336899453,"4336899453",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pl:Poznański Czerwiec,,,,,,,,,Stąd upomniano się po raz pierwszy o prawo do ludzkiej godności. W 25-tą rocznicę Wydarzeń Czerwcowych 1956 Cegielszczacy 28 VI 1981,,,,,,Q52967,,,,,25. rocznica Wydarzeń Czerwcowych 1956,plate
n4340776835,"4340776835",node,memorial,,,,,,,,,,,,,,,,,,,,,,plaque,,,,,,,,,,,,,,,,,,,,,Miejsce kaplicy pałacowej Mieszka I i Dobrawy 966 rok,,,,,,,,,Miejsce kaplicy pałacowej,
n4340896329,"4340896329",node,memorial,,,,,,,,,,,,,,,,,,,,,,plate,,,,,,,,,,,,,,,,,,,W dniu I września 1939 w czasie pełnienia służby patrolowej w rejonie byłej Radiostacji Poznańskiej polegli od wybuchu bomby niemieckiej jedni z pierwszych poznańskich harcerzy dh Edward Pietrzykowski (…) dh Henryk Wysocki.,https://commons.wikimedia.org/wiki/File:Pozna%C5%84_-_Pomnik_harcerzy_poleg%C5%82ych_we_wrze%C5%9Bniu_1939_roku.jpg,Pomnik upamiętniający pierwszych poległych harcerzy w dniu 1.09.1939r.,Benedykt Kasznia,pl:Pomnik Harcerski przy ul. Bukowskiej w Poznaniu,Q11823215,Q150812,1985..1989,,,,Pomnik poległych harcerzy,war_memorial
n4340969113,"4340969113",node,memorial,,,,,,,,,,,,,,,,,,,,,,stone,,,,,,,,,,,,,,,,,,,Pamięci osób zasłużonych dla powstania i rozwoju Ogrodu Botanicznego w Poznaniu w 50-tą rocznicę jego założenia 13 września 1975 r.,,,,,,,,,,,Głaz zasłużonych dla Ogrodu Botanicznego,
n4342519014,"4342519014",node,memorial,,,,,,,,,,,,,,,,,,,,,,plate,,,,,,,,,,pl:Samuel Dambrowski,,,,,,,,,,https://commons.wikimedia.org/wiki/File:Tablica_pami%C4%85tkowa_ks._Samuela_Dambrowskiego.jpg,,,,,Q9333377,,,,,Samuel Dambrowski,
n4344588176,"4344588176",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tablica informująca, że w tym budynku w latach 1939 - 1945 mieściła się siedziba Gestapo",P. Andruszko,,,,"1984",,,,Miejsce siedziby Gestapo,plaque
n4344762091,"4344762091",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wiesław Koronowski,pl:Pomnik Edwarda Taylora i Zbigniewa Zakrzewskiego w Poznaniu,Q24947091,,"2011",,,,Edward Taylor,statue
n4344762093,"4344762093",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wiesław Koronowski,pl:Pomnik Edwarda Taylora i Zbigniewa Zakrzewskiego w Poznaniu,Q24947091,,"2011",,,,Zbigniew Zakrzewski,statue
n4350110582,"4350110582",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pl:Krzysztof Skubiszewski,,,,,,,,,"Krzysztofowi Skubiszewskiemu 8 X 1926-8 II 2010 Ministrowi Spraw Zagranicznych 1989-1993, twórcy suwerennej polityki zagranicznej niepodległej Ojczyzny, wybitnemu Mężowi Stanu w 25 rocznicę powołania na urząd Ministra Spraw Zagranicznych - Rodacy",https://commons.wikimedia.org/wiki/File:Tablica_Krzysztofa_Skubiszewskiego_Instytut_Zachodni_w_Poznaniu.jpg,,,,,Q663033,,,,,Krzysztof Skubiszewski,plaque
